👨‍❤️‍💋‍👨	kiss: man, man	kiss,man,man,love,romance,couple,affection,gay								👨🏻‍❤️‍💋‍👨🏻, 👨🏻‍❤️‍💋‍👨🏼, 👨🏻‍❤️‍💋‍👨🏽, 👨🏻‍❤️‍💋‍👨🏾, 👨🏻‍❤️‍💋‍👨🏿, 👨🏼‍❤️‍💋‍👨🏻, 👨🏽‍❤️‍💋‍👨🏻, 👨🏾‍❤️‍💋‍👨🏻, 👨🏿‍❤️‍💋‍👨🏻	👨🏻‍❤️‍💋‍👨🏼, 👨🏼‍❤️‍💋‍👨🏻, 👨🏼‍❤️‍💋‍👨🏼, 👨🏼‍❤️‍💋‍👨🏽, 👨🏼‍❤️‍💋‍👨🏾, 👨🏼‍❤️‍💋‍👨🏿, 👨🏽‍❤️‍💋‍👨🏼, 👨🏾‍❤️‍💋‍👨🏼, 👨🏿‍❤️‍💋‍👨🏼	👨🏻‍❤️‍💋‍👨🏽, 👨🏼‍❤️‍💋‍👨🏽, 👨🏽‍❤️‍💋‍👨🏻, 👨🏽‍❤️‍💋‍👨🏼, 👨🏽‍❤️‍💋‍👨🏽, 👨🏽‍❤️‍💋‍👨🏾, 👨🏽‍❤️‍💋‍👨🏿, 👨🏾‍❤️‍💋‍👨🏽, 👨🏿‍❤️‍💋‍👨🏽	👨🏻‍❤️‍💋‍👨🏾, 👨🏼‍❤️‍💋‍👨🏾, 👨🏽‍❤️‍💋‍👨🏾, 👨🏾‍❤️‍💋‍👨🏻, 👨🏾‍❤️‍💋‍👨🏼, 👨🏾‍❤️‍💋‍👨🏽, 👨🏾‍❤️‍💋‍👨🏾, 👨🏾‍❤️‍💋‍👨🏿, 👨🏿‍❤️‍💋‍👨🏾	👨🏻‍❤️‍💋‍👨🏿, 👨🏼‍❤️‍💋‍👨🏿, 👨🏽‍❤️‍💋‍👨🏿, 👨🏾‍❤️‍💋‍👨🏿, 👨🏿‍❤️‍💋‍👨🏻, 👨🏿‍❤️‍💋‍👨🏼, 👨🏿‍❤️‍💋‍👨🏽, 👨🏿‍❤️‍💋‍👨🏾, 👨🏿‍❤️‍💋‍👨🏿
👩‍❤️‍💋‍👩	kiss: woman, woman	kiss,woman,woman,love,romance,couple,affection,lesbian								👩🏻‍❤️‍💋‍👩🏻, 👩🏻‍❤️‍💋‍👩🏼, 👩🏻‍❤️‍💋‍👩🏽, 👩🏻‍❤️‍💋‍👩🏾, 👩🏻‍❤️‍💋‍👩🏿, 👩🏼‍❤️‍💋‍👩🏻, 👩🏽‍❤️‍💋‍👩🏻, 👩🏾‍❤️‍💋‍👩🏻, 👩🏿‍❤️‍💋‍👩🏻	👩🏻‍❤️‍💋‍👩🏼, 👩🏼‍❤️‍💋‍👩🏻, 👩🏼‍❤️‍💋‍👩🏼, 👩🏼‍❤️‍💋‍👩🏽, 👩🏼‍❤️‍💋‍👩🏾, 👩🏼‍❤️‍💋‍👩🏿, 👩🏽‍❤️‍💋‍👩🏼, 👩🏾‍❤️‍💋‍👩🏼, 👩🏿‍❤️‍💋‍👩🏼	👩🏻‍❤️‍💋‍👩🏽, 👩🏼‍❤️‍💋‍👩🏽, 👩🏽‍❤️‍💋‍👩🏻, 👩🏽‍❤️‍💋‍👩🏼, 👩🏽‍❤️‍💋‍👩🏽, 👩🏽‍❤️‍💋‍👩🏾, 👩🏽‍❤️‍💋‍👩🏿, 👩🏾‍❤️‍💋‍👩🏽, 👩🏿‍❤️‍💋‍👩🏽	👩🏻‍❤️‍💋‍👩🏾, 👩🏼‍❤️‍💋‍👩🏾, 👩🏽‍❤️‍💋‍👩🏾, 👩🏾‍❤️‍💋‍👩🏻, 👩🏾‍❤️‍💋‍👩🏼, 👩🏾‍❤️‍💋‍👩🏽, 👩🏾‍❤️‍💋‍👩🏾, 👩🏾‍❤️‍💋‍👩🏿, 👩🏿‍❤️‍💋‍👩🏾	👩🏻‍❤️‍💋‍👩🏿, 👩🏼‍❤️‍💋‍👩🏿, 👩🏽‍❤️‍💋‍👩🏿, 👩🏾‍❤️‍💋‍👩🏿, 👩🏿‍❤️‍💋‍👩🏻, 👩🏿‍❤️‍💋‍👩🏼, 👩🏿‍❤️‍💋‍👩🏽, 👩🏿‍❤️‍💋‍👩🏾, 👩🏿‍❤️‍💋‍👩🏿
💑	couple with heart	couple,heart,love,romance,together,affection								💑🏻, 🧑🏻‍❤️‍🧑🏼, 🧑🏻‍❤️‍🧑🏽, 🧑🏻‍❤️‍🧑🏾, 🧑🏻‍❤️‍🧑🏿, 🧑🏼‍❤️‍🧑🏻, 🧑🏽‍❤️‍🧑🏻, 🧑🏾‍❤️‍🧑🏻, 🧑🏿‍❤️‍🧑🏻	💑🏼, 🧑🏻‍❤️‍🧑🏼, 🧑🏼‍❤️‍🧑🏻, 🧑🏼‍❤️‍🧑🏽, 🧑🏼‍❤️‍🧑🏾, 🧑🏼‍❤️‍🧑🏿, 🧑🏽‍❤️‍🧑🏼, 🧑🏾‍❤️‍🧑🏼, 🧑🏿‍❤️‍🧑🏼	💑🏽, 🧑🏻‍❤️‍🧑🏽, 🧑🏼‍❤️‍🧑🏽, 🧑🏽‍❤️‍🧑🏻, 🧑🏽‍❤️‍🧑🏼, 🧑🏽‍❤️‍🧑🏾, 🧑🏽‍❤️‍🧑🏿, 🧑🏾‍❤️‍🧑🏽, 🧑🏿‍❤️‍🧑🏽	💑🏾, 🧑🏻‍❤️‍🧑🏾, 🧑🏼‍❤️‍🧑🏾, 🧑🏽‍❤️‍🧑🏾, 🧑🏾‍❤️‍🧑🏻, 🧑🏾‍❤️‍🧑🏼, 🧑🏾‍❤️‍🧑🏽, 🧑🏾‍❤️‍🧑🏿, 🧑🏿‍❤️‍🧑🏾	💑🏿, 🧑🏻‍❤️‍🧑🏿, 🧑🏼‍❤️‍🧑🏿, 🧑🏽‍❤️‍🧑🏿, 🧑🏾‍❤️‍🧑🏿, 🧑🏿‍❤️‍🧑🏻, 🧑🏿‍❤️‍🧑🏼, 🧑🏿‍❤️‍🧑🏽, 🧑🏿‍❤️‍🧑🏾
👩‍❤️‍👨	couple with heart: woman, man	couple,heart,woman,man,love,romance,together								👩🏻‍❤️‍👨🏻, 👩🏻‍❤️‍👨🏼, 👩🏻‍❤️‍👨🏽, 👩🏻‍❤️‍👨🏾, 👩🏻‍❤️‍👨🏿, 👩🏼‍❤️‍👨🏻, 👩🏽‍❤️‍👨🏻, 👩🏾‍❤️‍👨🏻, 👩🏿‍❤️‍👨🏻	👩🏻‍❤️‍👨🏼, 👩🏼‍❤️‍👨🏻, 👩🏼‍❤️‍👨🏼, 👩🏼‍❤️‍👨🏽, 👩🏼‍❤️‍👨🏾, 👩🏼‍❤️‍👨🏿, 👩🏽‍❤️‍👨🏼, 👩🏾‍❤️‍👨🏼, 👩🏿‍❤️‍👨🏼	👩🏻‍❤️‍👨🏽, 👩🏼‍❤️‍👨🏽, 👩🏽‍❤️‍👨🏻, 👩🏽‍❤️‍👨🏼, 👩🏽‍❤️‍👨🏽, 👩🏽‍❤️‍👨🏾, 👩🏽‍❤️‍👨🏿, 👩🏾‍❤️‍👨🏽, 👩🏿‍❤️‍👨🏽	👩🏻‍❤️‍👨🏾, 👩🏼‍❤️‍👨🏾, 👩🏽‍❤️‍👨🏾, 👩🏾‍❤️‍👨🏻, 👩🏾‍❤️‍👨🏼, 👩🏾‍❤️‍👨🏽, 👩🏾‍❤️‍👨🏾, 👩🏾‍❤️‍👨🏿, 👩🏿‍❤️‍👨🏾	👩🏻‍❤️‍👨🏿, 👩🏼‍❤️‍👨🏿, 👩🏽‍❤️‍👨🏿, 👩🏾‍❤️‍👨🏿, 👩🏿‍❤️‍👨🏻, 👩🏿‍❤️‍👨🏼, 👩🏿‍❤️‍👨🏽, 👩🏿‍❤️‍👨🏾, 👩🏿‍❤️‍👨🏿
👨‍❤️‍👨	couple with heart: man, man	couple,heart,man,man,love,romance,together,gay								👨🏻‍❤️‍👨🏻, 👨🏻‍❤️‍👨🏼, 👨🏻‍❤️‍👨🏽, 👨🏻‍❤️‍👨🏾, 👨🏻‍❤️‍👨🏿, 👨🏼‍❤️‍👨🏻, 👨🏽‍❤️‍👨🏻, 👨🏾‍❤️‍👨🏻, 👨🏿‍❤️‍👨🏻	👨🏻‍❤️‍👨🏼, 👨🏼‍❤️‍👨🏻, 👨🏼‍❤️‍👨🏼, 👨🏼‍❤️‍👨🏽, 👨🏼‍❤️‍👨🏾, 👨🏼‍❤️‍👨🏿, 👨🏽‍❤️‍👨🏼, 👨🏾‍❤️‍👨🏼, 👨🏿‍❤️‍👨🏼	👨🏻‍❤️‍👨🏽, 👨🏼‍❤️‍👨🏽, 👨🏽‍❤️‍👨🏻, 👨🏽‍❤️‍👨🏼, 👨🏽‍❤️‍👨🏽, 👨🏽‍❤️‍👨🏾, 👨🏽‍❤️‍👨🏿, 👨🏾‍❤️‍👨🏽, 👨🏿‍❤️‍👨🏽	👨🏻‍❤️‍👨🏾, 👨🏼‍❤️‍👨🏾, 👨🏽‍❤️‍👨🏾, 👨🏾‍❤️‍👨🏻, 👨🏾‍❤️‍👨🏼, 👨🏾‍❤️‍👨🏽, 👨🏾‍❤️‍👨🏾, 👨🏾‍❤️‍👨🏿, 👨🏿‍❤️‍👨🏾	👨🏻‍❤️‍👨🏿, 👨🏼‍❤️‍👨🏿, 👨🏽‍❤️‍👨🏿, 👨🏾‍❤️‍👨🏿, 👨🏿‍❤️‍👨🏻, 👨🏿‍❤️‍👨🏼, 👨🏿‍❤️‍👨🏽, 👨🏿‍❤️‍👨🏾, 👨🏿‍❤️‍👨🏿
👩‍❤️‍👩	couple with heart: woman, woman	couple,heart,woman,woman,love,romance,together,lesbian								👩🏻‍❤️‍👩🏻, 👩🏻‍❤️‍👩🏼, 👩🏻‍❤️‍👩🏽, 👩🏻‍❤️‍👩🏾, 👩🏻‍❤️‍👩🏿, 👩🏼‍❤️‍👩🏻, 👩🏽‍❤️‍👩🏻, 👩🏾‍❤️‍👩🏻, 👩🏿‍❤️‍👩🏻	👩🏻‍❤️‍👩🏼, 👩🏼‍❤️‍👩🏻, 👩🏼‍❤️‍👩🏼, 👩🏼‍❤️‍👩🏽, 👩🏼‍❤️‍👩🏾, 👩🏼‍❤️‍👩🏿, 👩🏽‍❤️‍👩🏼, 👩🏾‍❤️‍👩🏼, 👩🏿‍❤️‍👩🏼	👩🏻‍❤️‍👩🏽, 👩🏼‍❤️‍👩🏽, 👩🏽‍❤️‍👩🏻, 👩🏽‍❤️‍👩🏼, 👩🏽‍❤️‍👩🏽, 👩🏽‍❤️‍👩🏾, 👩🏽‍❤️‍👩🏿, 👩🏾‍❤️‍👩🏽, 👩🏿‍❤️‍👩🏽	👩🏻‍❤️‍👩🏾, 👩🏼‍❤️‍👩🏾, 👩🏽‍❤️‍👩🏾, 👩🏾‍❤️‍👩🏻, 👩🏾‍❤️‍👩🏼, 👩🏾‍❤️‍👩🏽, 👩🏾‍❤️‍👩🏾, 👩🏾‍❤️‍👩🏿, 👩🏿‍❤️‍👩🏾	👩🏻‍❤️‍👩🏿, 👩🏼‍❤️‍👩🏿, 👩🏽‍❤️‍👩🏿, 👩🏾‍❤️‍👩🏿, 👩🏿‍❤️‍👩🏻, 👩🏿‍❤️‍👩🏼, 👩🏿‍❤️‍👩🏽, 👩🏿‍❤️‍👩🏾, 👩🏿‍❤️‍👩🏿
👨‍👩‍👦	family: man, woman, boy	family,man,woman,boy,parents,child
👨‍👩‍👧	family: man, woman, girl	family,man,woman,girl,parents,child
👨‍👩‍👧‍👦	family: man, woman, girl, boy	family,man,woman,girl,boy,parents,children
👨‍👩‍👦‍👦	family: man, woman, boy, boy	family,man,woman,boy,boys,parents,children
👨‍👩‍👧‍👧	family: man, woman, girl, girl	family,man,woman,girl,girls,parents,children
👨‍👨‍👦	family: man, man, boy	family,man,man,boy,gay,parents,child
👨‍👨‍👧	family: man, man, girl	family,man,man,girl,gay,parents,child
👨‍👨‍👧‍👦	family: man, man, girl, boy	family,man,man,girl,boy,gay,parents,children
👨‍👨‍👦‍👦	family: man, man, boy, boy	family,man,man,boy,boys,gay,parents,children
👨‍👨‍👧‍👧	family: man, man, girl, girl	family,man,man,girl,girls,gay,parents,children
👩‍👩‍👦	family: woman, woman, boy	family,woman,woman,boy,lesbian,parents,child
👩‍👩‍👧	family: woman, woman, girl	family,woman,woman,girl,lesbian,parents,child
👩‍👩‍👧‍👦	family: woman, woman, girl, boy	family,woman,woman,girl,boy,lesbian,parents,children
👩‍👩‍👦‍👦	family: woman, woman, boy, boy	family,woman,woman,boy,boys,lesbian,parents,children
👩‍👩‍👧‍👧	family: woman, woman, girl, girl	family,woman,woman,girl,girls,lesbian,parents,children
👨‍👦	family: man, boy	family,man,boy,single father,dad,son
👨‍👦‍👦	family: man, boy, boy	family,man,boy,boys,single father,dad,sons
👨‍👧	family: man, girl	family,man,girl,single father,dad,daughter
👨‍👧‍👦	family: man, girl, boy	family,man,girl,boy,single father,dad,children
👨‍👧‍👧	family: man, girl, girl	family,man,girl,girls,single father,dad,daughters
👩‍👦	family: woman, boy	family,woman,boy,single mother,mom,son
👩‍👦‍👦	family: woman, boy, boy	family,woman,boy,boys,single mother,mom,sons
👩‍👧	family: woman, girl	family,woman,girl,single mother,mom,daughter
👩‍👧‍👦	family: woman, girl, boy	family,woman,girl,boy,single mother,mom,children
👩‍👧‍👧	family: woman, girl, girl	family,woman,girl,girls,single mother,mom,daughters
🗣️	speaking head	speaking,head,talk,speak,chat,communication,voice
👤	bust in silhouette	bust,silhouette,person,outline,profile,shadow
👥	busts in silhouette	busts,silhouette,people,outline,profile,shadow,group
🫂	people hugging	people,hugging,hug,embrace,cuddle,comfort,affection
👪	family	family,parents,children,home,group,love
🧑‍🧑‍🧒	family: adult, adult, child	family,adult,child,parents,children,two adults,one child
🧑‍🧑‍🧒‍🧒	family: adult, adult, child, child	family,adult,child,children,parents,two adults,two children
🧑‍🧒	family: adult, child	family,adult,child,single parent,parent,child
🧑‍🧒‍🧒	family: adult, child, child	family,adult,child,children,single parent,parent,two children
👣	footprints	footprints,feet,track,walk,trail,mark
🫆	fingerprint	fingerprint,thumbprint,identity,unique,scan,mark
🐵	monkey face	monkey face,monkey,animal,primate,ape,cute
🐒	monkey	monkey,animal,primate,ape,jungle,cute
🦍	gorilla	gorilla,animal,ape,primate,strong,jungle
🦧	orangutan	orangutan,animal,ape,primate,jungle,red fur
🐶	dog face	dog face,dog,animal,pet,puppy,cute
🐕	dog	dog,animal,pet,canine,loyal,bark
🦮	guide dog	guide dog,dog,blind,assistance,service animal,help
🐕‍🦺	service dog	service dog,dog,assistance,support,trained,help
🐩	poodle	poodle,dog,breed,pet,curly,fancy
🐺	wolf	wolf,animal,wild,canine,howl,forest
🦊	fox	fox,animal,wild,cunning,red,forest
🦝	raccoon	raccoon,animal,wild,masked,nocturnal,trash panda
🐱	cat face	cat face,cat,animal,pet,feline,cute
🐈	cat	cat,animal,pet,feline,meow,domestic
🐈‍⬛	black cat	black cat,cat,animal,pet,superstition,halloween
🦁	lion	lion,animal,mane,king,jungle,safari,roar
🐯	tiger face	tiger face,tiger,animal,stripes,wild,jungle
🐅	tiger	tiger,animal,stripes,wild,jungle,roar
🐆	leopard	leopard,animal,spots,wild,big cat,safari
🐴	horse face	horse face,horse,animal,equine,mane,farm
🫎	moose	moose,animal,antlers,wild,forest,large
🫏	donkey	donkey,animal,ass,stubborn,farm,beast of burden
🐎	horse	horse,animal,equine,mane,farm,ride
🦄	unicorn	unicorn,mythical,horse,horn,magic,fantasy
🦓	zebra	zebra,animal,stripes,safari,africa,horse
🦌	deer	deer,animal,antlers,forest,wild,stag
🦬	bison	bison,animal,buffalo,wild,plains,large
🐮	cow face	cow face,cow,animal,farm,dairy,moo
🐂	ox	ox,animal,cattle,farm,strong,male
🐃	water buffalo	water buffalo,animal,buffalo,farm,asia,large
🐄	cow	cow,animal,farm,dairy,milk,moo
🐷	pig face	pig face,pig,animal,farm,oink,cute
🐖	pig	pig,animal,farm,oink,pork,cute
🐗	boar	boar,animal,wild pig,tusk,forest,hunt
🐽	pig nose	pig nose,pig,animal,snout,oink,cute
🐏	ram	ram,animal,sheep,horns,male,mountain
🐑	ewe	ewe,animal,sheep,female,wool,lamb
🐐	goat	goat,animal,farm,horns,mountain,bleat
🐪	camel	camel,animal,desert,hump,dromedary,transport
🐫	two-hump camel	two-hump camel,camel,animal,desert,bactrian,transport
🦙	llama	llama,animal,alpaca,south america,wool,spit
🦒	giraffe	giraffe,animal,long neck,africa,tall,safari
🐘	elephant	elephant,animal,trunk,tusks,large,africa,asia
🦣	mammoth	mammoth,extinct,ice age,elephant,tusk,prehistoric
🦏	rhinoceros	rhinoceros,animal,rhino,horn,africa,large
🦛	hippopotamus	hippopotamus,hippo,animal,water,africa,large
🐭	mouse face	mouse face,mouse,animal,rodent,cute,small
🐁	mouse	mouse,animal,rodent,small,cute,cheese
🐀	rat	rat,animal,rodent,city,pest,sewer
🐹	hamster	hamster,animal,pet,rodent,cute,small
🐰	rabbit face	rabbit face,rabbit,animal,bunny,cute,ears
🐇	rabbit	rabbit,animal,bunny,cute,ears,hop
🐿️	chipmunk	chipmunk,animal,rodent,squirrel,nuts,cute
🦫	beaver	beaver,animal,dam,wood,rodent,engineer
🦔	hedgehog	hedgehog,animal,spiny,cute,nocturnal
🦇	bat	bat,animal,flying,nocturnal,vampire,halloween
🐻	bear	bear,animal,grizzly,polar,cute,wild
🐻‍❄️	polar bear	polar bear,bear,animal,arctic,white,ice
🐨	koala	koala,animal,australia,eucalyptus,cute,marsupial
🐼	panda	panda,animal,bamboo,china,cute,bear
🦥	sloth	sloth,animal,slow,lazy,tree,cute
🦦	otter	otter,animal,sea otter,river,water,playful
🦨	skunk	skunk,animal,spray,odor,black and white
🦘	kangaroo	kangaroo,animal,australia,pouch,hop,marsupial
🦡	badger	badger,animal,striped,burrow,nocturnal
🐾	paw prints	paw prints,paws,animal,track,footprints,dog,cat
🦃	turkey	turkey,bird,thanksgiving,fowl,gobble
🐔	chicken	chicken,bird,farm,poultry,hen,cluck
🐓	rooster	rooster,chicken,bird,farm,male,cock-a-doodle-doo
🐣	hatching chick	hatching chick,chick,baby bird,egg,newborn
🐤	baby chick	baby chick,chick,bird,cute,yellow,small
🐥	front-facing baby chick	front-facing,baby chick,chick,bird,cute,yellow
🐦	bird	bird,animal,fly,feather,tweet,sky
🐧	penguin	penguin,bird,antarctic,flightless,swim,cute
🕊️	dove	dove,bird,peace,white,love,holy spirit
🦅	eagle	eagle,bird,america,majestic,prey,fly
🦆	duck	duck,bird,water,quack,swim,fowl
🦢	swan	swan,bird,white,elegant,water,lake
🦉	owl	owl,bird,nocturnal,wise,hoot,night
🦤	dodo	dodo,extinct,bird,mauritius,large,flightless
🪶	feather	feather,bird,light,soft,quill,wing
🦩	flamingo	flamingo,bird,pink,tropical,water,stand
🦚	peacock	peacock,bird,feathers,colorful,display,pride
🦜	parrot	parrot,bird,colorful,talk,tropical,mimic
🪽	wing	wing,bird,fly,angel,feather,flight
🐦‍⬛	black bird	black bird,bird,crow,raven,dark,feather
🪿	goose	goose,bird,waterfowl,honk,farm
🐦‍🔥	phoenix	phoenix,mythical,bird,fire,rebirth,legend
🐸	frog	frog,amphibian,green,jump,pond,ribbit
🐊	crocodile	crocodile,reptile,alligator,swamp,river,jaws
🐢	turtle	turtle,reptile,shell,slow,ocean,land
🦎	lizard	lizard,reptile,gecko,chameleon,scales
🐍	snake	snake,reptile,serpent,slither,venom,hiss
🐲	dragon face	dragon face,dragon,mythical,fantasy,beast,fire
🐉	dragon	dragon,mythical,fantasy,beast,fire,legend
🦕	sauropod	sauropod,dinosaur,long neck,brontosaurus,prehistoric
🦖	T-Rex	t-rex,dinosaur,tyrannosaurus rex,prehistoric,carnivore,roar
🐳	spouting whale	spouting whale,whale,ocean,water,blowhole,marine
🐋	whale	whale,ocean,marine,mammal,large,sea
🐬	dolphin	dolphin,ocean,marine,smart,playful,swim
🦭	seal	seal,animal,marine,ocean,cute,swim
🐟	fish	fish,animal,ocean,water,swim,aquatic
🐠	tropical fish	tropical fish,fish,colorful,aquarium,ocean,exotic
🐡	blowfish	blowfish,pufferfish,fish,inflate,spiky,toxic
🦈	shark	shark,ocean,fish,jaws,predator,danger
🐙	octopus	octopus,ocean,marine,tentacles,smart,cephalopod
🐚	spiral shell	spiral shell,shell,seashell,ocean,beach,conch
🪸	coral	coral,ocean,reef,underwater,marine life,colorful
🪼	jellyfish	jellyfish,ocean,marine,sting,transparent,bell
🦀	crab	crab,ocean,shell,claws,beach,crustacean
🦞	lobster	lobster,ocean,seafood,claws,red,crustacean
🦐	shrimp	shrimp,seafood,crustacean,small,prawn
🦑	squid	squid,ocean,marine,tentacles,cephalopod,ink
🦪	oyster	oyster,shellfish,pearl,seafood,ocean
🐌	snail	snail,shell,slow,slug,garden,mollusk
🦋	butterfly	butterfly,insect,wings,beautiful,colorful,transform
🐛	bug	bug,insect,worm,creepy,crawl
🐜	ant	ant,insect,colony,small,tiny,crawl
🐝	honeybee	honeybee,bee,insect,honey,sting,flower
🪲	beetle	beetle,insect,bug,hard shell,creepy
🐞	lady beetle	lady beetle,ladybug,insect,red,spots,cute
🦗	cricket	cricket,insect,jump,chirp,luck
🪳	cockroach	cockroach,insect,bug,pest,dirty
🕷️	spider	spider,insect,arachnid,web,eight legs,creepy
🕸️	spider web	spider web,web,spider,trap,sticky,halloween
🦂	scorpion	scorpion,arachnid,sting,desert,dangerous
🦟	mosquito	mosquito,insect,bite,itch,bug,annoying
🪰	fly	fly,insect,bug,annoying,buzz
🪱	worm	worm,earthworm,bug,soil,dirt,crawl
🦠	microbe	microbe,germ,bacteria,virus,microorganism,disease
💐	bouquet	bouquet,flowers,arrangement,gift,wedding,celebration
🌸	cherry blossom	cherry blossom,flower,japan,spring,pink,tree
💮	white flower	white flower,flower,petal,bloom,pure,clean
🪷	lotus	lotus,flower,water,spiritual,buddha,beauty
🏵️	rosette	rosette,flower,badge,award,rose
🌹	rose	rose,flower,red,love,romance,thorn
🥀	wilted flower	wilted flower,flower,dead,dying,sad,decay
🌺	hibiscus	hibiscus,flower,tropical,hawaii,colorful
🌻	sunflower	sunflower,flower,yellow,sun,large,happy
🌼	blossom	blossom,flower,bloom,spring,small,yellow
🌷	tulip	tulip,flower,spring,colorful,bulb
🪻	hyacinth	hyacinth,flower,purple,fragrant,spring
🌱	seedling	seedling,plant,sprout,growth,young,green
🪴	potted plant	potted plant,plant,pot,houseplant,green,indoor
🌲	evergreen tree	evergreen tree,tree,pine,conifer,green,forest
🌳	deciduous tree	deciduous tree,tree,leaves,green,fall,forest
🌴	palm tree	palm tree,tree,tropical,beach,island,desert
🌵	cactus	cactus,plant,desert,spiky,succulent
🌾	sheaf of rice	sheaf of rice,rice,grain,harvest,agriculture,food
🌿	herb	herb,plant,green,spice,cooking,medicinal
☘️	shamrock	shamrock,clover,ireland,st. patrick's day,luck
🍀	four leaf clover	four leaf clover,clover,luck,lucky,fortune
🍁	maple leaf	maple leaf,leaf,fall,autumn,canada,red
🍂	fallen leaf	fallen leaf,leaf,fall,autumn,brown,crisp
🍃	leaf fluttering in wind	leaf fluttering in wind,leaf,wind,breeze,nature,fall
🪹	empty nest	empty nest,nest,bird,abandoned,alone,children grown
🪺	nest with eggs	nest,eggs,bird,hatch,baby animals,life
🍄	mushroom	mushroom,fungus,toadstool,forest,food,magic
🪾	leafless tree	leafless tree,tree,winter,bare,dead,cold
🍇	grapes	grapes,fruit,wine,purple,green,vine
🍈	melon	melon,fruit,cantaloupe,honeydew,sweet,refreshing
🍉	watermelon	watermelon,fruit,summer,green,red,sweet
🍊	tangerine	tangerine,fruit,orange,citrus,sweet,peel
🍋	lemon	lemon,fruit,citrus,sour,yellow,juice
🍋‍🟩	lime	lime,fruit,citrus,green,sour,juice
🍌	banana	banana,fruit,yellow,peel,monkey,sweet
🍍	pineapple	pineapple,fruit,tropical,spiky,sweet,juice
🥭	mango	mango,fruit,tropical,sweet,orange,juice
🍎	red apple	red apple,apple,fruit,red,healthy,snack
🍏	green apple	green apple,apple,fruit,green,sour,crisp
🍐	pear	pear,fruit,green,sweet,juicy
🍑	peach	peach,fruit,sweet,fuzzy,pink,summer
🍒	cherries	cherries,fruit,red,small,sweet,pitted
🍓	strawberry	strawberry,fruit,red,sweet,berry,delicious
🫐	blueberries	blueberries,fruit,blue,berry,healthy,sweet
🥝	kiwi fruit	kiwi fruit,kiwi,fruit,green,fuzzy,sweet
🍅	tomato	tomato,fruit,vegetable,red,sauce,salad
🫒	olive	olive,fruit,green,black,oil,mediterranean
🥥	coconut	coconut,fruit,tropical,palm,water,milk
🥑	avocado	avocado,fruit,green,healthy,guacamole,toast
🍆	eggplant	eggplant,vegetable,purple,aubergine,food
🥔	potato	potato,vegetable,root,fries,chips,starch
🥕	carrot	carrot,vegetable,orange,healthy,bunny
🌽	ear of corn	ear of corn,corn,vegetable,cob,sweet,popcorn
🌶️	hot pepper	hot pepper,chili,spicy,food,jalapeno,capsicum
🫑	bell pepper	bell pepper,capsicum,vegetable,sweet pepper,colorful
🥒	cucumber	cucumber,vegetable,green,salad,refreshing
🥬	leafy green	leafy green,vegetable,spinach,kale,healthy,salad
🥦	broccoli	broccoli,vegetable,green,healthy,florets
🧄	garlic	garlic,food,spice,bulb,flavor,vampire
🧅	onion	onion,vegetable,food,pungent,layer
🥜	peanuts	peanuts,nuts,snack,butter,legume
🫘	beans	beans,legume,food,beanstalk,chili
🌰	chestnut	chestnut,nut,roasted,fall,tree
🫚	ginger root	ginger root,ginger,spice,root,food,flavor
🫛	pea pod	pea pod,peas,vegetable,green,fresh
🍄‍🟫	brown mushroom	brown mushroom,mushroom,fungus,food,earthy
🫜	root vegetable	root vegetable,vegetable,root,carrot,potato,turnip
🍞	bread	bread,food,loaf,bake,carbs,toast
🥐	croissant	croissant,pastry,french,breakfast,butter,flaky
🥖	baguette bread	baguette bread,baguette,bread,french,long,crusty
🫓	flatbread	flatbread,bread,pita,naan,tortilla,pizza
🥨	pretzel	pretzel,snack,knot,salty,baked
🥯	bagel	bagel,bread,breakfast,cream cheese,donut shaped
🥞	pancakes	pancakes,breakfast,fluffy,syrup,stack,hotcakes
🧇	waffle	waffle,breakfast,syrup,belgian,grid
🧀	cheese wedge	cheese wedge,cheese,dairy,food,swiss,cheddar
🍖	meat on bone	meat on bone,meat,bone,ribs,lamb,cooked
🍗	poultry leg	poultry leg,chicken leg,drumstick,meat,cooked
🥩	cut of meat	meat,steak,beef,pork,lamb,chop
🥓	bacon	bacon,pork,breakfast,meat,crispy,food
🍔	hamburger	hamburger,burger,meat,bread,fast food,sandwich
🍟	french fries	french fries,fries,chips,potato,fast food,snack
🍕	pizza	pizza,food,italian,cheese,slice,pie
🌭	hot dog	hot dog,sausage,bun,food,frankfurter,street food
🥪	sandwich	sandwich,bread,lunch,food,filling,dmeat
🌮	taco	taco,mexican,food,tortilla,meat,salsa
🌯	burrito	burrito,mexican,food,wrap,rice,beans
🫔	tamale	tamale,mexican,food,masa,corn husk,steamed
🥙	stuffed flatbread	stuffed flatbread,kebab,gyro,shawarma,food,middle eastern
🧆	falafel	falafel,middle eastern,food,chickpea,fried,vegetarian
🥚	egg	egg,food,chicken,breakfast,protein,shell
🍳	cooking	cooking,frying pan,food,kitchen,fried egg,cook
🥘	shallow pan of food	shallow pan of food,paella,food,stew,casserole,dish
🍲	pot of food	pot of food,stew,soup,cooking,hot,casserole
🫕	fondue	fondue,cheese,chocolate,food,dipping,melted
🥣	bowl with spoon	bowl with spoon,cereal,soup,oatmeal,breakfast,food
🥗	green salad	green salad,salad,vegetables,healthy,leafy,fresh
